Assessment Instrument,Assessment Instrument Version,Item ID,Question Text,Section Name,Skip Pattern Trigger,Lookback Period,Item Uses,Item Subsets,Assessment Response Codes,Response Text,Copyright Indicator
OASIS,D1-012020,M1830,"""Bathing: Current ability to wash entire body safely. Excludes grooming (washing face, washing hands, and shampooing hair).""","""ADL/IADL""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03|04|05|06,"""Able to bathe self in shower or tub independently, including getting in and out of tub/shower.""|""With the use of devices, is able to bathe self in shower or tub independently, including getting in and out of the tub/shower.""|""Able to bathe in shower or tub with the intermittent assistance of another person:  (a) for intermittent supervision or encouragement or reminders, OR (b) to get in and out of the shower or tub, OR (c) for washing difficult to reach areas.""|""Able to participate in bathing self in shower or tub, but requires presence of another person throughout the bath for assistance or supervision.""|""Unable to use the shower or tub, but able to bathe self independently with or without the use of devices at the sink, in chair, or on commode.""|""Unable to use the shower or tub, but able to participate in bathing self in bed, at the sink, in bedside chair, or on commode, with the assistance or supervision of another person.""|""Unable to participate effectively in bathing and is bathed totally by another person.""",N
OASIS,D1-012020,M1840,"""Toilet Transferring: Current ability to get to and from the toilet or bedside commode safely and transfer on and off toilet/commode.""","""ADL/IADL""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03|04,"""Able to get to and from the toilet and transfer independently with or without a device.""|""When reminded, assisted, or supervised by another person, able to get to and from the toilet and transfer.""|""Unable to get to and from the toilet but is able to use a bedside commode (with or without assistance).""|""Unable to get to and from the toilet or bedside commode but is able to use a bedpan/urinal independently.""|""Is totally dependent in toileting.""",N
OASIS,D1-012020,M1845,"""Toileting Hygiene: Current ability to maintain perineal hygiene safely, adjust clothes and/or incontinence pads before and after using toilet, commode, bedpan, urinal. If managing ostomy, includes cleaning area around stoma, but not managing equipment.""","""ADL/IADL""",N,0,QM,01|03|09,00|01|02|03,"""Able to manage toileting hygiene and clothing management without assistance.""|""Able to manage toileting hygiene and clothing management without assistance if supplies/implements are laid out for the {patient/resident}.""|""Someone must help the {patient/resident} to maintain toileting hygiene and/or adjust clothing.""|""{Patient/Resident} depends entirely upon another person to maintain toileting hygiene.""",N
OASIS,D1-012020,M1850,"""Transferring: Current ability to move safely from bed to chair, or ability to turn and position self in bed if {patient/resident} is bedfast.""","""ADL/IADL""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03|04|05,"""Able to independently transfer.""|""Able to transfer with minimal human assistance or with use of an assistive device.""|""Able to bear weight and pivot during the transfer process but unable to transfer self.""|""Unable to transfer self and is unable to bear weight or pivot when transferred by another person.""|""Bedfast, unable to transfer but is able to turn and position self in bed.""|""Bedfast, unable to transfer and is unable to turn and position self.""",N
OASIS,D1-012020,M1860,"""Ambulation/Locomotion: Current ability to walk safely, once in a standing position, or use a wheelchair, once in in a seated position, on a variety of surfaces.""","""ADL/IADL""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03|04|05|06,"""Able to independently walk on even and uneven surfaces and negotiate stairs with or without railings (specifically: needs no human assistance or assistive device).""|""With the use of a one-handed device (for example, cane, single crutch, hemi-walker), able to independently walk on even and uneven surfaces and negotiate stairs with or without railings.""|""Requires use of a two-handed device (for example, walker or crutches) to walk alone on a level surface and/or requires human supervision or assistance to negotiate stairs or steps or uneven surfaces.""|""Able to walk only with the supervision or assistance of another person at all times.""|""Chairfast, unable to ambulate but is able to wheel self independently.""|""Chairfast, unable to ambulate and is unable to wheel self.""|""Bedfast, unable to ambulate or be up in a chair.""",N
OASIS,D1-012020,M1870,"""Feeding or Eating: Current ability to feed self meals and snacks safely. Note: This refers only to the process of eating, chewing, and swallowing, not preparing the food to be eaten.""","""ADL/IADL""",N,0,QM,01|03|09,00|01|02|03|04|05,"""Able to independently feed self.""|""Able to feed self independently but requires: (a) meal set-up; OR (b) intermittent assistance or supervision from another person; OR (c) a liquid, pureed or ground meat diet.""|""Unable to feed self and must be assisted or supervised throughout the meal/snack.""|""Able to take in nutrients orally and receives supplemental nutrients though a nasogastric tube or gastrostomy.""|""Unable to take in nutrients orally and is fed nutrients through a nasogastric tube or gastrostomy.""|""Unable to take in nutrients orally or by tube feeding.""",N
OASIS,D1-012020,M1910,"""Has this {patient/resident} had a multi-factor Falls Risk Assessment using a standardized, validated assessment tool?""","""ADL/IADL""",N,0,QM,01|03,00|01|02,"""No""|""Yes, and it does not indicate a risk for falls.""|""Yes, and it does indicate a risk for falls.""",N
OASIS,D1-012020,M2001,"""Drug Regimen Review: Did a complete drug regimen review identify potential clinically significant medication issues?""","""Medications""",Y,0,HH PPS Grouper|QM,01|03,-|0|1|9,"""Not assessed/no information""|""No - No issues found during review""|""Yes - Issues found during review""|""NA - {Patient/Resident} is not taking any medications""",N
OASIS,D1-012020,M2003,"""Medication Follow-up. Did the {facility/setting} contact a physician (or physician-designee) by midnight of the next calendar day and complete prescribed/recommended actions in response to the identified potential clinically significant medication issues?""","""Medications""",N,0,QM,01|03,^|-|0|1,"""Blank (skip pattern)""|""Not assessed/no information""|""No""|""Yes""",N
OASIS,D1-012020,M2005,"""Medication Intervention. Did the {facility/setting} contact and complete physician (or physician-designee) prescribed/recommended actions by midnight of the next calendar day each time potential clinically significant medication issues were identified since the {admission}?""","""Medications""",N,0,QM,06|07|08|09,-|0|1|9,"""Not assessed/no information""|""No""|""Yes""|""NA - There were no potential clinically significant medication issues identified since {admission} or {patient/resident} is not taking any medications""",N
OASIS,D1-012020,M2010,"""{Patient/Resident}/Caregiver High-Risk Drug Education: Has the {patient/resident}/caregiver received instruction on special precautions for all high-risk medications (such as hypoglycemics, anticoagulants, etc.) and how and when to report problems that may occur?""","""Medications""",N,0,QM,01|03,^|00|01|NA,"""Blank (skip pattern)""|""No""|""Yes""|""{Patient/Resident} not taking any high-risk drugs OR {patient/resident}/caregiver fully knowledgeable about special precautions associated with all high-risk medications""",N
OASIS,D1-012020,M2016,"""{Patient/Resident}/Caregiver Drug Education Intervention: At the time of, or at any time since the most recent {admission} assessment, was the {patient/resident}/caregiver instructed by agency staff or other health care provider to monitor the effectiveness of drug therapy, adverse drug reactions, and significant side effects, and how and when to report problems that may occur?""","""Medications""",N,0,QM,06|07|09,00|01|9,"""No""|""Yes""|""NA - {Patient/Resident} is not taking any medications""",N
OASIS,D1-012020,M2020,"""Management of Oral Medications: {Patient's/Resident's} current ability to prepare and take all oral medications reliably and safely, including administration of the correct dosage at the appropriate times/intervals. Excludes injectable and IV medications. (NOTE: This refers to ability, not compliance or willingness.)""","""Medications""",N,0,QM,01|03|09,^|00|01|02|03|NA,"""Blank (skip pattern)""|""Able to independently take the correct oral medication(s) and proper dosage(s) at the correct times.""|""Able to take medication(s) at the correct times if:  (a) individual dosages are prepared in advance by another person; OR (b) another person develops a drug diary or chart.""|""Able to take medication(s) at the correct times if given reminders by another person at the appropriate times""|""Unable to take medication unless administered by another person.""|""No oral medications prescribed.""",N
OASIS,D1-012020,M2030,"""Management of Injectable Medications: {Patient's/Resident's} current ability to prepare and take all prescribed injectable medications reliably and safely, including administration of correct dosage at the appropriate times/intervals. Excludes IV medications.""","""Medications""",N,0,HH PPS Grouper|QM,01|03|04|05,^|00|01|02|03|NA,"""Blank (skip pattern)""|""Able to independently take the correct medication(s) and proper dosage(s) at the correct times.""|""Able to take injectable medication(s) at the correct times if:  (a) individual syringes are prepared in advance by another person; OR (b) another person develops a drug diary or chart.""|""Able to take medication(s) at the correct times if given reminders by another person based on the frequency of the injection""|""Unable to take injectable medication unless administered by another person.""|""No injectable medications prescribed.""",N
OASIS,D1-012020,M2102,"""Types and Sources of Assistance: Determine the ability and willingness of non-agency caregivers (such as family members, friends, or privately paid caregivers) to provide assistance for the following activities, if assistance is needed. Excludes all care by your agency staff.""","""Care Management""",N,0,,01|03|09,,,N
OASIS,D1-012020,M2102_A,"""ADL assistance (for example, transfer / ambulation, bathing, dressing, toileting, eating/feeding)""","""Care Management""",N,0,QM,9,00|01|02|03|04,"""No assistance needed - {patient/resident} is independent or does not have needs in this area""|""Non-agency caregiver(s) currently provide assistance""|""Non-agency caregiver(s) need training/supportive services to provide assistance""|""Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance""|""Assistance needed, but no non-agency caregiver(s) available""",N
OASIS,D1-012020,M2102_C,"""Medication administration (for example, oral, inhaled or injectable)""","""Care Management""",N,0,QM,9,00|01|02|03|04,"""No assistance needed - {patient/resident} is independent or does not have needs in this area""|""Non-agency caregiver(s) currently provide assistance""|""Non-agency caregiver(s) need training/supportive services to provide assistance""|""Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance""|""Assistance needed, but no non-agency caregiver(s) available""",N
OASIS,D1-012020,M2102_D,"""Medical procedures/ treatments (for example, changing wound dressing, home exercise program)""","""Care Management""",N,0,QM,9,00|01|02|03|04,"""No assistance needed - {patient/resident} is independent or does not have needs in this area""|""Non-agency caregiver(s) currently provide assistance""|""Non-agency caregiver(s) need training/supportive services to provide assistance""|""Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance""|""Assistance needed, but no non-agency caregiver(s) available""",N
OASIS,D1-012020,M2102_F,"""Supervision and safety (for example, due to cognitive impairment)""","""Care Management""",N,0,QM,01|03|09,00|01|02|04,"""No assistance needed - {patient/resident} is independent or does not have needs in this area""|""Non-agency caregiver(s) currently provide assistance""|""Non-agency caregiver(s) need training/supportive services to provide assistance""|""Assistance needed, but no non-agency caregiver(s) available""",N
OASIS,D1-012020,M2200,"""Therapy Need: In the home health plan of care for the Medicare payment episode for which this assessment will define a case mix group, what is the indicated need for therapy visits (total of reasonable and necessary physical, occupational, and speech-language pathology visits combined)? Enter zero [""""000""""] if no therapy visits indicated.""","""Therapy Need and Plan of Care""",N,0,HH PPS Grouper|QM,01|03|04|05,^|000|999|NA,"""Blank (skip pattern)""|""Minimum value""|""Maximum value""|""Not applicable: No case mix group defined by this assessment""",N
OASIS,D1-012020,M2301,"""Emergent Care: At the time of or at any time since the most recent {admission} assessment has the {patient/resident} utilized a hospital emergency department (includes holding/observation status)?""","""Emergent Care""",Y,0,QM,06|07|09,00|01|02|UK,"""No""|""Yes, used hospital emergency department WITHOUT hospital admission""|""Yes, used hospital emergency department WITH hospital admission""|""Unknown""",N
OASIS,D1-012020,M2310,"""Reason for Emergent Care: For what reason(s) did the {patient/resident} seek and/or receive emergent care (with or without hospitalization)? (Mark all that apply)""","""Emergent Care""",N,0,QM,06|07|09,^|01|10|19|UK,"""Blank (skip pattern)""|""Improper medication administration, adverse drug reactions, medication side effects, toxicity, anaphylaxis""|""Hypo/Hyperglycemia, diabetes out of control""|""Other than above reasons""|""Reason unknown""",N
OASIS,D1-012020,M2401,"""Intervention Synopsis: At the time of or at any time since the most recent {admission} assessment, were the following interventions BOTH included in the physician-ordered plan of care AND implemented? (Check only one box in each row)""","""IP Admission/Agency Discharge""",N,0,,06|07|09,,,N
OASIS,D1-012020,M2401_A,"""Diabetic foot care including monitoring for the presence of skin lesions on the lower extremities and {patient/resident}/caregiver education on proper foot care""","""IP Admission/Agency Discharge""",N,0,QM,06|07|09,00|01|NA,"""No""|""Yes""|""Not applicable""",N
OASIS,D1-012020,M2401_B,"""Falls prevention interventions""","""IP Admission/Agency Discharge""",N,0,QM,06|07|09,00|01|NA,"""No""|""Yes""|""Not applicable""",N
OASIS,D1-012020,M2401_C,"""Depression intervention(s) such as medication, referral for other treatment, or a monitoring plan for current treatment""","""IP Admission/Agency Discharge""",N,0,QM,06|07|09,00|01|NA,"""No""|""Yes""|""Not applicable""",N
OASIS,D1-012020,M2401_D,"""Intervention(s) to monitor and mitigate pain""","""IP Admission/Agency Discharge""",N,0,QM,06|07|09,00|01|NA,"""No""|""Yes""|""Not applicable""",N
OASIS,D1-012020,M2401_E,"""Intervention(s) to prevent pressure ulcers""","""IP Admission/Agency Discharge""",N,0,QM,06|07,00|01|NA,"""No""|""Yes""|""Not applicable""",N
OASIS,D1-012020,M2401_F,"""Pressure ulcer treatment based on principles of moist wound healing""","""IP Admission/Agency Discharge""",N,0,QM,06|07|09,00|01|NA,"""No""|""Yes""|""Not applicable""",N
OASIS,D1-012020,M2410,"""To which Inpatient Facility has the {patient/resident} been admitted?""","""IP Admission/Agency Discharge""",N,0,QM,06|07|09,01|02|03|04|NA,"""Hospital""|""Rehabilitation facility""|""Nursing home""|""Hospice""|""No inpatient facility admission""",N
OASIS,D1-012020,M2420,"""Discharge Disposition: Where is the {patient/resident} after discharge from your agency? Choose only one answer""","""IP Admission/Agency Discharge""",N,0,QM,9,01|02|03|04|UK,"""{Patient/Resident} remained in the community (without formal assistive services)""|""{Patient/Resident} remained in the community (with formal assistive services)""|""{Patient/Resident} transferred to a non-institutional hospice""|""Unknown because {patient/resident} moved to a geographic location not served by this agency""|""Other unknown""",N
